People,PPV,Haversine 
4884,58,5.147438009
4885,40,1.636358979
4886,0,8.320395585
4887,44,3.284847278
4888,0,7.147574806
4889,19,1.769113266
4890,40,3.269294627
4891,58,5.256151785
4892,44,0.514403731
4893,0,5.30775531
4894,2,4.400480428
4895,0,3.732670176
4896,40,1.358751819
4897,31,1.610607067
4898,92,0.706787973
4899,92,2.520037408
4900,70,2.330883057
4901,44,5.210186326
4902,40,1.445596529
4903,40,2.022216791
4904,31,3.345484088
4905,44,4.582080471
4906,31,6.018029774
4907,0,3.878112024
4908,0,4.518522866
4909,2,3.496129982
4910,58,4.641003386
4911,40,3.532783076
4912,40,6.188458223
4913,44,1.647356113
4914,0,5.423416356
4915,40,3.323805571
4916,58,5.840698062
4917,58,5.041544104
4918,0,5.872318811
4919,97,0.909368143
4920,0,0.989822924
4921,44,6.148463932
4922,0,4.727878715
4923,44,2.3182692
4924,44,1.495440435
4925,40,8.244679728
4926,44,6.621553314
4927,40,5.774899821
4928,58,2.179913496
4929,58,4.58803009
4930,58,3.653618853
4931,71,3.29738055
4932,0,6.321301157
4933,70,1.977862029
4934,44,5.196518004
4935,2,3.485555755
4936,40,3.654835589
4937,0,3.823178587
4938,40,3.646072708
4939,92,1.889194089
4940,40,3.305966902
4941,31,3.182321617
4942,44,2.16073524
4943,97,2.569228062
4944,40,3.284885286
4945,19,1.694619064
4946,44,4.166436343
4947,15,3.353640582
4948,19,4.604720069
4949,44,0.408958957
4950,19,2.534566898
4951,0,2.601482686
4952,0,1.212276021
4953,39,1.428594776
4954,0,3.07755985
4955,70,2.184709676
4956,0,4.713115129
4957,2,6.953176012
4958,44,8.159134727
4959,70,5.055589419
4960,44,1.65924901
4961,44,6.215297276
4962,44,5.965533204
4963,97,4.593807181
4964,19,6.884523302
4965,39,2.950937779
4966,40,2.009008772
4967,40,0.398529493
4968,0,0.36438363
4969,0,5.930420235
4970,44,2.673377602
4971,44,2.644640114
4972,0,6.854500059
4973,31,3.12435892
4974,15,0.745772234
4975,44,3.24005635
4976,0,4.039340774
4977,19,6.739610941
4978,44,2.241035019
4979,70,2.980946443
4980,97,5.69845846
4981,0,2.904191964
4982,40,0.794281787
4983,19,2.495152814
4984,40,5.467035304
4985,97,1.58249648
4986,70,6.567132898
4987,44,4.060220946
4988,44,4.54631795
4989,58,5.667055194
4990,39,2.275015453
4991,44,4.178908708
4992,0,8.191352361
4993,97,2.718142881
4994,44,7.442285423
4995,44,6.195166997
4996,44,6.683721436
4997,44,1.646784324
4998,0,3.068984673
4999,40,6.409597942
5000,71,2.340396961
5001,44,6.73799621
5002,58,4.493837663
5003,0,6.320608811
5004,0,5.750141498
5005,44,8.178547926
5006,44,3.525063652
5007,19,2.107228942
5008,0,1.549736479
5009,0,6.351781051
5010,44,6.665651287
5011,58,4.282085754
5012,70,2.664466125
5013,44,1.608153708
5014,92,3.360791126
5015,0,3.316841708
5016,19,3.867746576
5017,58,6.102001165
5018,44,5.585589479
5019,44,6.284016767
5020,19,0.27905965
5021,19,4.756219783
5022,44,6.351153043
5023,19,5.886381723
5024,0,3.641652391
5025,0,1.549649671
5026,0,4.642958682
5027,19,1.402185293
5028,0,6.522496313
5029,44,6.239459176
5030,58,6.048826776
5031,31,5.640453436
5032,44,7.218549038
5033,19,3.562523751
5034,0,5.210988623
5035,0,5.101564301
5036,40,0.391852022
5037,19,2.511658461
5038,0,6.3460055
5039,44,3.619974685
5040,44,1.651987382
5041,70,2.436192388
5042,0,4.200101979
5043,70,3.333762462
5044,40,3.178644517
5045,70,7.203410899
5046,19,6.071057619
5047,0,6.717627756
5048,31,6.330788392
5049,44,4.286917146
5050,0,5.650142736
5051,0,4.505345295
5052,0,4.482140472
5053,58,3.022494788
5054,40,4.387144778
5055,19,1.749088731
5056,40,2.152876126
5057,19,0.344350464
5058,0,6.477449887
5059,0,6.046858846
5060,44,3.219465568
5061,0,3.417895995
5062,58,6.738220249
5063,44,1.615235035
5064,44,2.189105959
5065,44,2.945534224
5066,5,2.457548221
5067,19,3.408097058
5068,70,2.890754066
5069,0,3.727214702
5070,70,1.665270905
5071,97,1.815039179
5072,70,6.910173215
5073,0,6.297273566
5074,19,1.704251088
5075,0,1.02496555
5076,2,1.221019705
5077,31,3.43994557
5078,40,8.248760089
5079,58,5.616225985
5080,40,2.776479887
5081,44,5.85186977
5082,19,3.633656933
5083,0,8.036483829
5084,0,3.025439454
5085,19,0.486232165
5086,0,3.219996415
5087,40,5.031984672
5088,5,0.907874157
5089,44,1.400839263
5090,44,5.726364294
5091,58,3.011061685
5092,44,5.251438383
5093,0,2.721294511
5094,58,4.421773639
5095,44,5.196188647
5096,44,3.78905677
5097,19,6.665127948
5098,40,1.089433706
5099,39,1.960977824
5100,2,2.166856515
5101,40,2.20196878
5102,97,2.568194224
5103,0,5.864333676
5104,40,6.421198901
5105,58,3.969161825
5106,0,5.733054018
5107,44,5.295465439
5108,70,1.607926017
5109,40,2.416874491
5110,44,2.874803284
5111,70,6.034987422
5112,5,2.280408564
5113,19,3.395656437
5114,58,1.401855652
5115,0,3.299939005
5116,70,2.425838428
5117,0,6.234522027
5118,19,2.54462642
5119,0,0.66566311
5120,44,4.451770058
5121,0,3.395758119
5122,44,6.465132872
5123,58,3.555960976
5124,58,3.612619477
5125,97,5.393000019
5126,0,6.183761997
5127,31,3.858877748
5128,39,1.727603443
5129,58,1.295852945
5130,40,1.942503787
5131,58,2.001095223
5132,19,2.930752958
5133,0,1.087157757
5134,0,3.846964056
5135,40,1.783291143
5136,70,6.997607544
5137,40,4.397404303
5138,70,2.54957349
5139,0,4.221892813
5140,40,5.831363355
5141,0,7.629757759
5142,58,6.377405402
5143,44,2.272684669
5144,0,7.598045438
5145,58,1.691794292
5146,70,2.026238116
5147,40,3.254024999
5148,15,3.621756543
5149,44,2.948830753
5150,44,1.284544742
5151,70,0.434553718
5152,0,4.089864085
5153,44,2.280247001
5154,19,3.190400788
5155,0,5.876841083
5156,40,3.194155672
5157,92,2.688048173
5158,58,4.720753635
5159,97,1.92825504
5160,40,8.151306184
5161,31,3.428968789
5162,92,3.557453911
5163,44,5.220172535
5164,40,1.941743015
5165,97,1.156153849
5166,92,1.862993239
5167,58,3.883190653
5168,19,2.815965734
5169,0,1.054132536
5170,44,3.450828017
5171,58,6.298465327
5172,58,2.408105114
5173,19,2.061296325
5174,19,3.907178527
5175,58,6.009573257
5176,58,2.378678487
5177,44,3.547570341
5178,0,5.825956065
5179,0,3.527087617
5180,40,5.530856524
5181,40,2.805709168
5182,31,4.61053623
5183,44,2.727485098
5184,44,4.243750345
5185,70,3.093013091
5186,44,2.608691275
5187,58,4.29286219
5188,40,0.385351496
5189,97,4.359209058
5190,15,1.94711751
5191,44,6.24901582
5192,70,2.009749888
5193,58,6.088740304
5194,58,5.116668075
5195,0,6.721113665
5196,58,2.152390895
5197,58,5.833384213
5198,31,4.22038982
5199,31,1.964280633
5200,44,5.055398327
5201,31,1.885296911
5202,0,6.49765449
5203,19,2.740025823
5204,71,1.927327361
5205,31,4.388739393
5206,0,8.111749184
5207,0,2.571019906
5208,44,3.95384522
5209,44,8.677617328
5210,97,1.784189893
5211,31,5.94432117
5212,58,3.327589643
5213,44,2.106111881
5214,70,3.226819735
5215,44,4.576297069
5216,0,5.287558204
5217,97,2.849855565
5218,58,3.967552421
5219,58,6.194692455
5220,19,0.442318527
5221,58,3.222323404
5222,58,4.224022812
5223,40,7.740177844
5224,44,4.978830503
5225,44,3.886441776
5226,31,5.635204303
5227,40,1.727774649
5228,71,1.433825037
5229,44,3.577569812
5230,58,4.956029979
5231,15,1.651925249
5232,97,4.651072363
5233,70,1.89310454
5234,19,2.197725898
5235,58,4.009541048
5236,40,1.210531887
5237,44,4.761346695
5238,40,7.533967005
5239,44,8.232114728
5240,44,5.645525643
5241,19,2.350546803
5242,44,4.411674088
5243,0,5.810714223
5244,2,3.122022258
5245,19,5.386102565
5246,40,4.395569411
5247,19,2.423863963
5248,19,1.826220806
5249,92,1.361739913
5250,0,4.611532849
5251,0,2.436639
5252,40,1.313912489
5253,44,7.762113335
5254,19,1.95042028
5255,58,2.83763318
5256,40,2.436661648
5257,44,3.538533912
5258,40,3.10197759
5259,92,1.833803472
5260,0,5.099595634
5261,0,4.930736017
5262,2,3.51850976
5263,44,5.197470641
5264,0,0.899120808
5265,31,2.110135641
5266,40,3.503106045
5267,44,6.217048559
5268,44,4.443551148
5269,19,1.611589218
5270,40,1.629984194
5271,0,2.869190702
5272,0,4.710391274
5273,40,7.95015478
5274,0,5.694939295
5275,19,6.232526189
5276,92,1.36237706
5277,58,3.472075755
5278,0,1.473128303
5279,44,4.039249549
5280,40,8.436403469
5281,58,1.75693927
5282,97,1.508156245
5283,31,5.347853476
5284,40,1.914669099
5285,58,7.45324309
5286,97,0.927953703
5287,58,2.76586914
5288,44,3.984773743
5289,0,7.003622452
5290,40,3.973761819
5291,58,3.63617743
5292,97,1.494331938
5293,0,5.633147701
5294,2,1.598100218
5295,0,2.510397091
5296,58,5.739553443
5297,31,3.805928287
5298,39,3.070721665
5299,0,3.237336081
5300,19,2.340696791
5301,58,2.712123761
5302,58,7.324386487
5303,0,0.7725681
5304,40,3.512897917
5305,0,3.874224324
5306,58,7.821522435
5307,40,1.02903505
5308,0,1.496172594
5309,97,2.082648874
5310,31,6.762147758
5311,0,4.510961785
5312,44,5.124992331
5313,40,3.186586201
5314,0,4.405500247
5315,44,5.178046148
5316,40,2.406879719
5317,15,2.789738826
5318,70,7.74507813
5319,19,0.211437376
5320,44,5.450753342
5321,0,3.510349005
5322,58,2.331295927
5323,0,4.865162603
5324,92,2.262804645
5325,40,4.745989595
5326,2,2.589596174
5327,58,5.267757412
5328,58,3.679667998
5329,40,1.876266256
5330,40,3.543610497
5331,58,0.561788428
5332,40,4.680074881
5333,58,5.549416178
5334,0,3.433379554
5335,40,3.412456848
5336,44,3.703552026
5337,58,4.752723091
5338,97,0.667006227
5339,31,4.033226275
5340,0,5.708974298
5341,40,2.883478922
5342,0,6.344655845
5343,40,2.638789644
5344,2,1.413032379
5345,2,1.619037751
5346,0,5.810818868
5347,19,4.257830426
5348,70,3.692699325
5349,19,5.469723784
5350,44,5.803735053
5351,0,5.005623323
5352,2,1.131892917
5353,31,2.624725032
5354,44,3.3647405
5355,2,4.987125802
5356,31,6.01782619
5357,0,5.956386517
5358,2,2.335462405
5359,44,6.459353581
5360,40,5.459234542
5361,44,4.227078889
5362,31,4.177556893
5363,0,4.109664273
5364,0,1.348877064
5365,44,3.697193991
5366,40,8.035538525
5367,97,5.606642171
5368,0,0.766647762
5369,44,5.511427865
5370,44,5.439727563
5371,0,5.554307211
5372,44,4.644251276
5373,44,3.979984842
5374,44,0.80861227
5375,58,5.908857763
5376,92,3.241330896
5377,0,7.73084046
5378,31,3.95040358
5379,15,1.596686074
5380,58,4.997575293
5381,44,6.071551806
5382,44,4.795505687
5383,44,4.918621989
5384,58,5.582663471
5385,44,1.422433935
5386,40,6.896633934
5387,44,2.865572851
5388,0,1.569857588
5389,0,5.142933076
5390,44,5.396026318
5391,0,3.04591715
5392,0,5.066002068
5393,5,1.708583777
5394,92,1.459246812
5395,58,4.399968462
5396,44,5.232970894
5397,19,3.180454442
5398,15,1.130274714
5399,40,7.262441079
5400,0,0.97154678
5401,31,3.196070643
5402,31,3.449141485
5403,44,4.903112854
5404,19,6.394251441
5405,19,2.667058586
5406,0,5.673886306
5407,58,4.680449925
5408,70,4.631478263
5409,40,2.347266099
5410,2,4.245440939
5411,0,2.605140721
5412,71,1.374368774
5413,44,4.351017499
5414,97,5.569081619
5415,97,0.597107442
5416,19,2.233782951
5417,92,2.701553942
5418,0,0.925747421
5419,70,2.678148296
5420,0,5.180707501
5421,40,2.526567366
5422,31,4.413305167
5423,44,3.777639136
5424,44,4.633747671
5425,44,3.673326288
5426,70,7.797666498
5427,19,1.126235381
5428,0,4.924362306
5429,0,5.320458665
5430,0,1.469939789
5431,0,8.347305899
5432,0,3.409688312
5433,19,4.070648749
5434,70,2.197596359
5435,92,2.108431059
5436,0,4.260552341
5437,44,5.56284079
5438,0,3.637886025
5439,44,3.648825139
5440,58,4.315190912
5441,40,3.320185613
5442,19,2.61586914
5443,44,5.771079037
5444,31,4.626906969
5445,71,1.466292465
5446,0,6.175157551
5447,19,6.615246787
5448,19,6.364763592
5449,58,5.718061842
5450,0,5.422596365
5451,58,3.485853552
5452,19,2.234717342
5453,0,0.483530945
5454,0,3.641483026
5455,40,2.468178392
5456,58,4.703432229
5457,0,3.341316386
5458,58,5.52368158
5459,19,7.469482836
5460,44,5.017283024
5461,19,0.840255471
5462,31,3.71578403
5463,2,1.711352318
5464,0,0.343627246
5465,58,5.705429975
5466,58,2.482962532
5467,44,1.206338099
5468,0,4.719822681
5469,40,2.951463558
5470,58,4.694998394
5471,44,6.834687122
5472,44,4.289653881
5473,58,3.849049309
5474,19,2.285405147
5475,0,2.277567019
5476,31,4.790230652
5477,0,1.304519087
5478,0,3.985706637
5479,19,3.001500961
5480,40,0.353039528
5481,19,2.766713834
5482,0,4.606645069
5483,19,2.253672582
5484,19,5.064416206
5485,44,2.894153185
5486,0,4.354165469
5487,44,7.170010936
5488,44,0.504419742
5489,40,0.810261827
5490,31,5.019513537
5491,31,2.03657608
5492,58,3.979500611
5493,58,5.283943378
5494,0,2.275420462
5495,44,7.945829119
5496,44,7.063040011
5497,97,5.71166839
5498,58,3.887724131
5499,58,3.254751129
5500,58,4.666492697
5501,44,1.017988276
5502,0,4.348361471
5503,40,3.195664839
5504,92,2.986313532
5505,0,5.847969221
5506,40,1.363942622
5507,58,6.029910236
5508,0,7.154867405
5509,19,6.566572532
5510,44,2.015303432
5511,58,2.912122378
5512,0,3.493192351
5513,97,3.65060027
5514,2,1.49162723
5515,70,3.937627221
5516,70,2.123612534
5517,39,3.671298073
5518,0,1.787813218
5519,15,2.891623595
5520,31,4.577799502
5521,40,8.473313275
5522,40,4.464435892
5523,44,5.732703905
5524,15,2.533532858
5525,70,8.674367986
5526,58,6.57373611
5527,31,8.092735694
5528,58,3.807609838
5529,44,5.814388384
5530,0,0.412628956
5531,92,0.878207995
5532,2,2.48160645
5533,19,1.579637526
5534,40,2.278345305
5535,44,2.893506931
5536,92,3.418015428
5537,44,5.285572069
5538,40,4.949383618
5539,0,5.676450645
5540,40,6.431708488
5541,31,3.768323322
5542,19,1.55500471
5543,19,1.194866087
5544,0,6.83839653
5545,40,3.113942126
5546,58,3.050369854
5547,70,1.612127295
5548,0,4.721431603
5549,19,3.130341602
5550,44,5.566747466
5551,19,2.981232765
5552,40,3.402852196
5553,40,8.276756044
5554,0,5.243611236
5555,0,4.892691808
5556,58,3.598381274
5557,92,1.558229172
5558,0,1.284913612
5559,19,4.746140106
5560,44,3.616685256
5561,0,3.134693618
5562,0,4.122652594
5563,40,4.587904017
5564,44,0.6457835
5565,31,5.799489753
5566,44,5.399028027
5567,2,4.280568757
5568,44,5.215350294
5569,31,3.483991969
5570,44,1.392624656
5571,44,7.396313887
5572,2,1.639034453
5573,0,2.771822004
5574,0,7.866676876
5575,44,5.655571659
5576,97,1.650859076
5577,92,3.757421938
5578,44,5.550258755
5579,0,6.857481229
5580,19,0.958016556
5581,0,5.738982468
5582,0,5.81504159
5583,2,1.92783906
5584,44,4.267585391
5585,44,6.31313615
5586,0,5.803649146
5587,31,6.467754916
5588,40,3.47701661
5589,31,6.121905055
5590,0,4.732130618
5591,0,2.651166048
5592,0,2.904775955
5593,19,1.944341276
5594,5,2.765926695
5595,44,7.763296138
5596,70,5.659917556
5597,0,5.044091425
5598,70,3.647450706
5599,58,1.032998152
5600,40,1.707083746
5601,44,0.39976968
5602,0,1.860606928
5603,31,2.376978574
5604,44,5.938537712
5605,40,5.870254433
5606,2,5.955616614
5607,40,2.460898269
5608,19,2.331014174
5609,0,6.104889064
5610,71,1.936564668
5611,40,2.524179359
5612,97,3.569682842
5613,40,3.434836679
5614,40,5.064725109
5615,40,2.350492407
5616,31,3.608982399
5617,58,5.666716432
5618,31,1.895220658
5619,2,2.989496452
5620,40,3.743100859
5621,40,0.604301385
5622,40,3.496965349
5623,44,3.499532346
5624,5,2.981129676
5625,71,2.723374265
5626,40,2.493431723
5627,19,0.334035213
5628,40,7.936677268
5629,2,2.112130197
5630,44,1.290035312
5631,0,3.022557674
5632,58,7.408542559
5633,19,1.691551178
5634,58,5.93129211
5635,40,3.506873289
5636,97,2.203925937
5637,58,3.959764755
5638,31,3.219490527
5639,97,2.196382826
5640,44,0.956727309
5641,40,2.967236049
5642,44,7.892786217
5643,44,4.277884063
5644,0,3.150437782
5645,31,4.738811511
5646,97,5.582941462
5647,40,5.775370464
5648,44,3.032661848
5649,44,3.79780449
5650,58,3.751301079
5651,92,0.767724254
5652,0,4.95663328
5653,44,3.056123452
5654,58,2.402461128
5655,19,2.954055425
5656,40,2.898675128
5657,0,2.868894391
5658,58,1.719887394
5659,40,3.146070293
5660,40,1.455888341
5661,39,1.696880917
5662,58,4.641888247
5663,92,2.119435042
5664,40,3.27472614
5665,19,0.72765984
5666,92,3.466001761
5667,44,5.74013339
5668,70,2.009408066
5669,70,8.209015288
5670,58,5.054418332
5671,58,1.265379155
5672,44,1.737813329
5673,44,3.522202248
5674,40,2.367624427
5675,58,6.956475895
5676,39,2.470392168
5677,40,2.354979853
5678,70,6.919596237
5679,40,4.703472543
5680,19,3.170393611
5681,40,2.954541516
5682,70,1.008829779
5683,97,0.39676941
5684,0,6.748221504
5685,40,4.321969588
5686,0,6.998282642
5687,39,1.826989553
5688,44,2.04391088
5689,70,0.118752297
5690,15,2.299263548
5691,58,7.058737224
5692,19,3.253972659
5693,19,2.284139873
5694,31,5.180963141
5695,40,6.680880464
5696,40,4.22520346
5697,0,5.695758894
5698,44,3.201580562
5699,44,3.97685233
5700,58,5.774715207
5701,5,1.707588146
5702,39,1.271770371
5703,2,2.113932379
5704,58,2.907003763
5705,39,2.701798218
5706,5,1.358783913
5707,31,4.176046873
5708,58,6.537840927
5709,0,2.771723224
5710,40,5.378526481
5711,0,5.03197178
5712,19,2.860458911
5713,58,5.095147425
5714,44,4.887310214
5715,44,3.493532509
5716,40,3.429112976
5717,40,3.108375523
5718,70,4.25443091
5719,19,7.337069479
5720,2,1.508926969
5721,0,4.003229728
5722,31,5.419521594
5723,70,3.936810166
5724,92,1.164489035
5725,40,8.118320813
5726,44,5.453821712
5727,0,6.670277596
5728,2,1.316202313
5729,0,4.651572628
5730,0,3.804566609
5731,44,4.4309014
5732,40,6.919349056
5733,58,2.681440452
5734,40,3.671255277
5735,40,0.863157139
5736,92,1.222120847
5737,44,5.78247816
5738,40,3.902475575
5739,58,5.575646816
5740,92,2.268061586
5741,40,6.263659794
5742,40,2.24023453
5743,44,2.295601789
5744,0,4.496626836
5745,44,0.646101211
5746,44,3.276700133
5747,0,5.835175885
5748,31,3.394886998
5749,44,4.11529891
5750,58,5.646134616
5751,40,1.160877132
5752,92,2.80433917
5753,44,3.265937077
5754,0,5.711193278
5755,40,3.352728988
5756,19,6.179655707
5757,44,2.732520969
5758,44,3.662955732
5759,40,6.203591644
5760,0,5.690907742
5761,0,1.992768746
5762,58,4.440011442
5763,40,3.884645083
5764,0,8.076682314
5765,0,4.452929946
5766,0,5.750594671
5767,31,3.780559419
5768,19,3.362047313
5769,31,3.466924879
5770,0,7.301099648
5771,19,4.14228475
5772,0,2.111216106
5773,40,0.800311941
5774,15,3.438339295
5775,40,2.700625034
5776,0,2.473274218
5777,44,4.513128293
5778,97,4.992929356
5779,44,4.574916318
5780,44,1.210944928
5781,19,2.986198347
5782,44,3.913991634
5783,92,2.939300779
5784,0,8.51973713
5785,2,1.417554115
5786,70,6.580870708
5787,19,3.540257641
5788,58,4.460170589
5789,0,5.517529722
5790,44,4.806139645
5791,0,0.638367243
5792,40,2.453479474
5793,58,3.769085513
5794,2,1.464673286
5795,0,2.074227672
5796,40,0.702649229
5797,44,5.785514287
5798,97,5.272641559
5799,0,0.744854171
5800,31,2.450006135
5801,19,2.730100918
5802,97,3.050236412
5803,92,2.881143045
5804,58,6.474361749
5805,0,5.669401944
5806,0,5.12400572
5807,58,4.959179779
5808,0,2.106632647
5809,58,4.727263288
5810,0,6.30159408
5811,44,4.811176549
5812,58,6.036535532
5813,19,1.883493474
5814,2,2.034686949
5815,31,3.590776876
5816,31,4.346723943
5817,40,1.911116567
5818,58,5.159949434
5819,40,0.911503435
5820,0,5.487666808
5821,19,0.474237586
5822,44,7.530770669
5823,70,1.516117504
5824,71,2.286048778
5825,40,3.453631235
5826,58,0.66427682
5827,44,7.518749901
5828,2,1.529174883
5829,58,4.29192755
5830,40,2.378942917
5831,58,1.894803583
5832,0,2.992525149
5833,40,1.946336825
5834,40,1.882336224
5835,19,5.288963154
5836,0,0.636874333
5837,58,4.874747818
5838,40,0.620862351
5839,70,4.600764664
5840,44,3.874073868
5841,92,2.5653089
5842,0,3.292649512
5843,0,5.690000952
5844,40,3.890693109
5845,58,3.852045334
5846,0,4.40981028
5847,31,4.59447556
5848,44,4.799362937
5849,0,6.709732642
5850,15,2.593928482
5851,40,1.07440392
5852,70,6.124675117
5853,58,3.788633327
5854,0,5.797681684
5855,0,3.89625403
5856,92,2.721024782
5857,92,2.560095901
5858,44,1.948569711
5859,58,3.369460672
5860,58,3.804946706
5861,0,8.529248882
5862,40,3.161969464
5863,19,7.767795937
5864,40,5.558933205
5865,0,6.211335001
5866,58,2.356407185
5867,40,0.845899176
5868,40,2.077056707
5869,40,3.341677961
5870,44,4.248599036
5871,19,4.648277293
5872,31,5.724510333
5873,44,0.625627325
5874,44,7.269283046
5875,40,3.867313551
5876,97,2.764714537
5877,0,7.656665775
5878,58,5.093219544
5879,0,4.514434521
5880,40,2.850893219
5881,40,5.007343375
5882,19,5.530739085
5883,0,2.503780914
5884,44,1.889472429
5885,0,6.412311034
5886,5,3.348581359
5887,97,1.24651848
5888,58,5.903241737
5889,19,1.571341219
5890,40,3.75444144
5891,0,5.476796478
5892,40,3.783987441
5893,40,6.864080001
5894,97,2.80265153
5895,19,1.042129504
5896,31,4.075520366
5897,58,4.876892293
5898,19,5.535347097
5899,58,0.955244287
5900,58,3.629969834
5901,0,4.617799769
5902,0,0.924888574
5903,58,5.356766404
5904,0,7.135165724
5905,0,7.704348493
5906,19,2.942392098
5907,44,5.373700853
5908,58,2.515798034
5909,58,4.727931796
5910,92,2.186778258
5911,58,1.926928627
5912,58,1.180471505
5913,40,0.717347117
5914,44,1.597750128
5915,0,5.699129962
5916,58,0.664845053
5917,40,7.70632852
5918,31,3.868117483
5919,44,4.128853224
5920,0,4.67816545
5921,97,3.246182093
5922,92,2.276740258
5923,44,3.764097108
5924,40,3.292872739
5925,44,4.618525515
5926,70,1.298276749
5927,44,3.641069913
5928,40,2.419663576
5929,44,2.959502951
5930,0,2.403163279
5931,70,4.275823507
5932,0,2.319147099
5933,0,3.447953631
5934,0,0.327155237
5935,40,2.200222646
5936,40,4.429240849
5937,40,2.413236824
5938,71,3.746105166
5939,58,5.849190089
5940,58,2.447060027
5941,0,7.837099411
5942,40,2.699966264
5943,40,3.032581872
5944,40,8.340479826
5945,92,2.054872125
5946,0,5.981213829
5947,40,2.191804169
5948,58,3.14414701
5949,31,3.292778149
5950,70,1.627406615
5951,44,1.880864464
5952,58,5.231917694
5953,58,4.885715978
5954,2,2.407302024
5955,40,3.800422648
5956,97,5.189330184
5957,31,7.87795721
5958,19,1.468906434
5959,0,2.921006695
5960,0,0.835612196
5961,58,6.477220325
5962,5,1.940979098
5963,71,0.712887774
5964,0,8.065270712
5965,58,4.351005984
5966,0,7.047295217
5967,58,3.742371897
5968,0,1.230123495
5969,58,6.660357807
5970,44,2.641160845
5971,97,0.499759635
5972,19,1.800555669
5973,19,1.069027414
5974,40,7.578662112
5975,58,4.475267013
5976,44,1.713276431
5977,15,3.47981712
5978,70,6.011777625
5979,97,1.08868075
5980,44,4.897859851
5981,40,3.199773148
5982,58,3.369792292
5983,0,3.022430985
5984,44,3.51550819
5985,44,3.738590398
5986,19,0.457889091
5987,97,3.76099963
5988,44,4.344821657
5989,0,2.458172962
5990,44,2.788013343
5991,58,3.519631507
5992,15,3.290166176
5993,40,1.689839208
5994,19,8.030417242
5995,0,4.78975093
5996,0,4.448165067
5997,0,4.739034383
5998,19,2.293157874
5999,39,3.298672826
6000,58,2.240414137
6001,44,3.203011041
6002,92,3.38693794
6003,0,2.589756763
6004,31,6.070620348
6005,31,4.716690661
6006,19,2.21312037
6007,58,5.592019116
6008,40,3.388499208
6009,15,3.442202367
6010,58,2.167483448
6011,58,4.305237139
6012,44,3.291610842
6013,92,3.538650343
6014,58,5.467400343
6015,19,2.118882253
6016,70,2.653203026
6017,19,6.485067569
6018,97,5.592878442
6019,58,3.294111797
6020,31,3.187659032
6021,58,6.029009407
6022,19,1.654909698
6023,58,4.57118695
6024,2,1.100443426
6025,0,2.046125388
6026,40,4.299268986
6027,40,3.657979642
6028,5,2.289977671
6029,58,0.956604309
6030,31,5.091566046
6031,92,2.149320133
6032,19,2.205626334
6033,97,1.042103087
6034,0,3.989329489
6035,44,1.633505135
6036,0,2.950402787
6037,71,2.627876777
6038,44,2.352810608
6039,15,0.960747049
6040,58,4.598573883
6041,58,5.93581382
6042,92,3.210803999
6043,70,2.944444877
6044,19,4.639981426
6045,70,6.179737288
6046,44,1.00634905
6047,44,3.428530014
6048,71,1.859565276
6049,31,4.916446542
6050,58,6.518862563
6051,44,7.989324983
6052,44,3.877208958
6053,0,1.400113015
6054,44,4.347205729
6055,58,3.592241108
6056,19,3.377160702
6057,19,1.629426311
6058,2,0.916021003
6059,31,3.650250366
6060,40,2.875455421
6061,58,4.777546148
6062,58,0.77529616
6063,58,5.776265807
6064,0,5.74013044
6065,15,3.326337498
6066,92,2.618420011
6067,0,5.572049622
6068,71,1.889934338
6069,70,2.17624613
6070,97,4.258208073
6071,44,4.011267257
6072,19,4.234716997
6073,31,2.283297648
6074,31,3.645402928
6075,70,8.654025234
6076,44,4.772893592
6077,58,6.051395631
6078,70,0.688423143
6079,19,1.477553654
6080,19,1.608120511
6081,71,1.74577045
6082,44,2.395011418
6083,44,5.525217379
6084,40,2.648260994
6085,44,5.641152904
6086,58,4.266562167
6087,31,4.09266532
6088,40,0.842759183
6089,31,4.233199578
6090,0,0.359520949
6091,58,1.358032966
6092,0,3.662059574
6093,15,3.112878883
6094,44,7.356507275
6095,40,4.418796541
6096,58,4.811942242
6097,40,1.161296772
6098,0,7.187455288
6099,0,5.803447634
6100,71,2.572383278
6101,44,0.749644001
6102,0,6.028521475
6103,44,5.504306374
6104,40,2.705621558
6105,19,0.849970578
6106,0,6.284118959
6107,0,2.205146964
6108,19,0.11380607
6109,71,2.832638407
6110,70,0.974869401
6111,58,3.321747101
6112,92,2.538053191
6113,44,6.261753147
6114,44,3.308567527
6115,0,5.471842291
6116,2,0.470587157
6117,44,1.893100877
6118,44,2.17683822
6119,0,4.174399294
6120,58,3.477600623
6121,0,4.144526908
6122,15,0.514961665
6123,44,5.220013017
6124,19,3.654389711
6125,92,2.657942026
6126,0,6.886209302
6127,58,5.996635941
6128,97,5.493649406
6129,19,5.460727516
6130,40,8.598411328
6131,92,1.597119832
6132,58,4.392808246
6133,70,3.202092288
6134,0,4.602179957
6135,39,2.700845584
6136,0,0.113604321
6137,19,2.85764368
6138,5,1.247013679
6139,0,4.554520206
6140,44,5.566039955
6141,40,4.589804234
6142,0,5.366209919
6143,0,8.388355713
6144,58,2.979879955
6145,40,3.174459777
6146,19,2.094446721
6147,44,2.566798275
6148,31,2.309081226
6149,40,7.588364255
6150,0,5.770174853
6151,70,8.604841204
6152,71,2.91809081
6153,44,3.752271436
6154,40,1.128074182
